symbol,fiscal_year,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Issuance Of Capital Stock,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Common Stock Issuance,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Purchase Of Business,Net PPE Purchase And Sale,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Working Capital,Change In Other Current Liabilities,Change In Other Current Assets,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Net Income From Continuing Operations,Effect Of Exchange Rate Changes,Short Term Debt Issuance,Change In Tax Payable,Change In Income Tax Payable,Unrealized Gain Loss On Investment Securities,Asset Impairment Charge,Depreciation,Operating Gains Losses,Gain Loss On Investment Securities,Proceeds From Stock Option Exercised,Change In Accrued Expense,Amortization Cash Flow,Amortization Of Intangibles,Sale Of Business,Sale Of PPE,Change In Prepaid Assets,Short Term Debt Payments,Capital Expenditure Reported,Gain Loss On Sale Of Business,Net Preferred Stock Issuance,Preferred Stock Payments,Preferred Stock Issuance,Cash From Discontinued Financing Activities,Cash From Discontinued Investing Activities,Dividends Received Cfi,Cash From Discontinued Operating Activities,Earnings Losses From Equity Investments,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Provisionand Write Offof Assets,Other Cash Adjustment Outside Changein Cash,Dividend Received Cfo,Dividend Paid Cfo,Pension And Employee Benefit Expense,Depletion,Net Foreign Currency Exchange Gain Loss,Sale Of Intangibles,Gain Loss On Sale Of PPE
WMT,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7935000000.0,,,,,433000000.0,,,,,,,,,,,,1848000000.0,,,0.0,,,,2440000000.0
TGT,2026-01-31,2835000000.0,-408000000.0,-1643000000.0,1984000000.0,,-3727000000.0,629000000.0,1091000000.0,5488000000.0,4762000000.0,726000000.0,-2187000000.0,-2187000000.0,-67000000.0,-2053000000.0,-2053000000.0,-408000000.0,-408000000.0,,341000000.0,,341000000.0,-1643000000.0,1984000000.0,-3649000000.0,-3649000000.0,78000000.0,,,,,,,,6562000000.0,6562000000.0,-403000000.0,,,-494000000.0,-345000000.0,-501000000.0,-501000000.0,436000000.0,,,-100000000.0,281000000.0,-55000000.0,-55000000.0,3134000000.0,3134000000.0,3705000000.0,,,,,,,,,,,156000000.0,,,,,,,-3727000000.0,,,,,,,,,,,,,,,,,,,,
TGT,2025-01-31,4476000000.0,-1007000000.0,-1139000000.0,741000000.0,,-2891000000.0,615000000.0,1055000000.0,4762000000.0,3805000000.0,957000000.0,-3550000000.0,-3550000000.0,-99000000.0,-2046000000.0,-2046000000.0,-1007000000.0,-1007000000.0,,-398000000.0,,-398000000.0,-1139000000.0,741000000.0,-2860000000.0,-2860000000.0,31000000.0,28000000.0,,,,,3000000.0,,7367000000.0,7367000000.0,145000000.0,,,-308000000.0,1307000000.0,1008000000.0,1008000000.0,-854000000.0,,,26000000.0,304000000.0,-180000000.0,-180000000.0,2981000000.0,2981000000.0,4091000000.0,,,,,,,,,,0.0,299000000.0,,,,3000000.0,,,-2891000000.0,,,,,,,,,,,,,,,,,,,,
TGT,2024-01-31,3815000000.0,0.0,-147000000.0,0.0,,-4806000000.0,605000000.0,374000000.0,3805000000.0,2229000000.0,1576000000.0,-2285000000.0,-2285000000.0,-127000000.0,-2011000000.0,-2011000000.0,0.0,0.0,,-147000000.0,,-147000000.0,-147000000.0,0.0,-4760000000.0,-4760000000.0,46000000.0,22000000.0,,,0.0,,24000000.0,,8621000000.0,8621000000.0,1039000000.0,,,-85000000.0,-489000000.0,-1216000000.0,-1216000000.0,1613000000.0,,,94000000.0,251000000.0,298000000.0,298000000.0,2801000000.0,2801000000.0,4138000000.0,,,,,,,,,,0.0,727000000.0,,,0.0,24000000.0,,,-4806000000.0,0.0,,,,,,,,,,,,,,,,,,,
TGT,2023-01-31,-1510000000.0,-2646000000.0,-163000000.0,2625000000.0,,-5528000000.0,449000000.0,213000000.0,2229000000.0,5911000000.0,-3682000000.0,-2196000000.0,-2196000000.0,-180000000.0,-1836000000.0,-1836000000.0,-2646000000.0,-2646000000.0,,2462000000.0,,2462000000.0,-163000000.0,2625000000.0,-5504000000.0,-5504000000.0,,16000000.0,,,0.0,,8000000.0,,4018000000.0,4018000000.0,-2436000000.0,,,22000000.0,-2861000000.0,-2237000000.0,-2237000000.0,403000000.0,,,172000000.0,220000000.0,582000000.0,582000000.0,2700000000.0,2700000000.0,2780000000.0,,,,,,,,,,4000000.0,-624000000.0,,,0.0,8000000.0,,,-5528000000.0,0.0,,,,,,,,,,,,,,,,,,,
TGT,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0,,,356000000.0,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-335000000.0,,8000000.0,,,,356000000.0,27000000.0,,,,-335000000.0,,,,,,,0.0,,,,,,,,,,,,
CAT,2025-12-31,7453000000.0,-5206000000.0,-8081000000.0,11105000000.0,,-4286000000.0,,,9986000000.0,6896000000.0,3133000000.0,-3899000000.0,-3899000000.0,-74000000.0,-2749000000.0,-2749000000.0,-5206000000.0,-5206000000.0,,4130000000.0,1106000000.0,3024000000.0,-8081000000.0,11105000000.0,-4707000000.0,-4707000000.0,-1668000000.0,517000000.0,2494000000.0,-1977000000.0,22000000.0,,708000000.0,,11739000000.0,11739000000.0,-348000000.0,1933000000.0,-294000000.0,-176000000.0,1804000000.0,1179000000.0,1179000000.0,-1477000000.0,-2138000000.0,,742000000.0,,465000000.0,465000000.0,2262000000.0,2262000000.0,8882000000.0,-43000000.0,,,,,,,-264000000.0,,,625000000.0,,,22000000.0,708000000.0,,,-4286000000.0,30000000.0,,,,,,,,,,,,,,,-294000000.0,,,,
CAT,2024-12-31,8820000000.0,-7697000000.0,-9316000000.0,10283000000.0,20000000.0,-3215000000.0,,,6896000000.0,6985000000.0,17000000.0,-9565000000.0,-9565000000.0,-41000000.0,-2646000000.0,-2646000000.0,-7677000000.0,-7697000000.0,20000000.0,799000000.0,-168000000.0,967000000.0,-9316000000.0,10283000000.0,-2453000000.0,-2453000000.0,-1525000000.0,1626000000.0,3155000000.0,-1529000000.0,-61000000.0,-61000000.0,722000000.0,,12035000000.0,12035000000.0,-859000000.0,370000000.0,-104000000.0,-97000000.0,-454000000.0,-282000000.0,-282000000.0,-414000000.0,-160000000.0,,564000000.0,,-621000000.0,-621000000.0,2153000000.0,2153000000.0,10788000000.0,-106000000.0,,,,,0.0,,10000000.0,,,-172000000.0,,,,722000000.0,,,-3215000000.0,164000000.0,,,,,,,,,,,,,,,-154000000.0,,,,
CAT,2023-12-31,9793000000.0,-4975000000.0,-6318000000.0,8257000000.0,12000000.0,-3092000000.0,,,6985000000.0,7013000000.0,82000000.0,-6932000000.0,-6932000000.0,,-2563000000.0,-2563000000.0,-4963000000.0,-4975000000.0,12000000.0,594000000.0,-1345000000.0,1939000000.0,-6318000000.0,8257000000.0,-5871000000.0,-5871000000.0,-967000000.0,-2589000000.0,1891000000.0,-4480000000.0,-4000000.0,-4000000.0,781000000.0,,12885000000.0,12885000000.0,151000000.0,80000000.0,439000000.0,-95000000.0,528000000.0,-754000000.0,-754000000.0,-364000000.0,-437000000.0,,375000000.0,,-592000000.0,-592000000.0,2144000000.0,2144000000.0,10332000000.0,-110000000.0,,,,,0.0,,475000000.0,,,1282000000.0,,,,781000000.0,,,-3092000000.0,572000000.0,,,,,,,,,,,,,,,-97000000.0,,,,
CAT,2022-12-31,5167000000.0,-4230000000.0,-7728000000.0,6674000000.0,51000000.0,-2599000000.0,,,7013000000.0,9263000000.0,-2056000000.0,-7281000000.0,-7281000000.0,-10000000.0,-2440000000.0,-2440000000.0,-4179000000.0,-4230000000.0,51000000.0,-652000000.0,402000000.0,-1054000000.0,-7728000000.0,6674000000.0,-2541000000.0,-2541000000.0,9000000.0,-782000000.0,2383000000.0,-3165000000.0,1000000.0,,830000000.0,,7766000000.0,7766000000.0,-1800000000.0,768000000.0,-754000000.0,-210000000.0,1205000000.0,798000000.0,798000000.0,-2589000000.0,-220000000.0,,701000000.0,,-377000000.0,-377000000.0,2219000000.0,2219000000.0,6704000000.0,-194000000.0,,,,,925000000.0,,-606000000.0,,,407000000.0,,,1000000.0,830000000.0,,,-2599000000.0,0.0,,,,,,,,,,,,,,,-606000000.0,,,,
CAT,2021-12-31,,,,,135000000.0,,,,,,,,,-4000000.0,,,,,135000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36000000.0,,,,,,,,,,,,,,,,,,,,,,,,
